Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Fatal.Serious,Plane.Type
20150515X50152,Accident,GAA15CA073,2015-04-30,"Newburyport, MA",United States,Non-Fatal,Airplane,N9085Q,CESSNA,182T,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 182T
20150501X91429,Accident,WPR15LA155,2015-05-01,"Crescent Lake, OR",United States,Non-Fatal,Airplane,N2514N,CESSNA,140,No,091,0.0,1.0,0.0,1.0,1.0,CESSNA 140
20150504X40343,Accident,GAA15CA059,2015-05-01,"PEARLAND, TX",United States,Non-Fatal,Airplane,N66048,CESSNA,180K,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 180K
20150504X25436,Accident,CEN15FA214,2015-05-02,"Orange, TX",United States,Non-Fatal,Airplane,N5176C,BEECH,B35,No,091,0.0,0.0,2.0,0.0,0.0,BEECH B35
20150504X63603,Accident,CEN15LA217,2015-05-02,"Neillsville, WI",United States,Non-Fatal,Airplane,N8558G,CESSNA,150F,No,091,0.0,1.0,0.0,0.0,1.0,CESSNA 150F
20150503X01951,Accident,GAA15CA057,2015-05-03,"ST MARYS, PA",United States,Non-Fatal,Airplane,N53310,CESSNA,182T,No,091,0.0,1.0,0.0,1.0,1.0,CESSNA 182T
20150503X30740,Accident,ERA15FA203,2015-05-03,"Penn Yan, NY",United States,Fatal,Airplane,N3969L,CESSNA,172,No,091,1.0,0.0,0.0,0.0,1.0,CESSNA 172
20150504X05958,Accident,ERA15FA204,2015-05-03,"Mulberry, TN",United States,Fatal,Airplane,N6579M,CESSNA,182,No,091,1.0,0.0,0.0,0.0,1.0,CESSNA 182
20150506X44421,Accident,CEN15CA223,2015-05-03,"De Kalb, IL",United States,Non-Fatal,Airplane,N98656,PIPER,J3C-65,No,091,0.0,0.0,0.0,1.0,0.0,PIPER J3C-65
20150507X20449,Incident,ERA15IA206,2015-05-03,"Teterboro, NJ",United States,Non-Fatal,Airplane,N784JS,CESSNA,525B,No,135,0.0,0.0,0.0,0.0,0.0,CESSNA 525B
20150504X54010,Accident,CEN15LA216,2015-05-04,"Huntington, IN",United States,Non-Fatal,Airplane,N8703W,PIPER,PA 28-235,No,091,0.0,1.0,0.0,0.0,1.0,PIPER PA 28-235
20150506X41316,Accident,DCA15CA118,2015-05-04,"Phoenix, AZ",United States,Non-Fatal,Airplane,N932LR,BOMBARDIER,CL600 2D24,No,121,0.0,0.0,0.0,79.0,0.0,BOMBARDIER CL600 2D24
20150513X90237,Accident,GAA15CA066,2015-05-04,"Roxboro, NC",United States,Non-Fatal,Airplane,N1102C,CESSNA,177B,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 177B
20150514X14618,Accident,GAA15CA068,2015-05-04,"Hartland, ME",United States,Non-Fatal,Airplane,N2724X,CESSNA,180,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 180
20150505X63214,Accident,CEN15LA222,2015-05-05,"Basile, LA",United States,Fatal,Airplane,N4221G,AIR TRACTOR INC,AT 502B,No,137,1.0,0.0,0.0,0.0,1.0,AIR TRACTOR INC AT 502B
20150511X92031,Incident,CEN15IA225,2015-05-05,"New Orleans, LA",United States,Non-Fatal,Airplane,N941FR,AIRBUS,A319 112,No,121,0.0,0.0,0.0,136.0,0.0,AIRBUS A319 112
20150522X05828,Incident,ENG15WA022,2015-05-06,"Bogota, Colombia, Colombia",Colombia,Non-Fatal,Airplane,HK4262,BOEING,727-2F9,No,,0.0,0.0,0.0,4.0,0.0,BOEING 727-2F9
20150508X05509,Accident,WPR15FA158,2015-05-07,"Spokane, WA",United States,Fatal,Airplane,N962DA,PIPER,PA 46 350P,No,091,2.0,0.0,0.0,0.0,2.0,PIPER PA 46 350P
20150508X60256,Accident,GAA15CA064,2015-05-07,"Daytona Beach, FL",United States,Non-Fatal,Airplane,N5144H,CESSNA,172S,No,091,0.0,0.0,0.0,4.0,0.0,CESSNA 172S
20150508X11640,Accident,ERA15FA208,2015-05-08,"Atlanta, GA",United States,Fatal,Airplane,N5802V,PIPER,PA-32R-300,No,091,4.0,0.0,0.0,0.0,4.0,PIPER PA-32R-300
20150512X51815,Accident,ERA15CA209,2015-05-08,"Balsam Grove, NC",United States,Non-Fatal,Airplane,N5981T,CESSNA,150D,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 150D
20150527X15318,Accident,WPR15FAMS1,2015-05-08,"Davenport, CA",United States,Fatal,Airplane,N191TG,CESSNA,172S,No,091,1.0,0.0,0.0,0.0,1.0,CESSNA 172S
20150506X61506,Accident,WPR15LA157,2015-05-09,"Redlands, CA",United States,Non-Fatal,Airplane,N4124R,PIPER,PA 32-300,No,091,0.0,0.0,0.0,5.0,0.0,PIPER PA 32-300
20150527X43713,Accident,ERA15WA223,2015-05-09,"Novo Progresso, Brazil",Brazil,Fatal,Airplane,PT-CND,CESSNA,182J,No,NUSN,1.0,0.0,0.0,0.0,1.0,CESSNA 182J
20150511X55128,Accident,CEN15LA226,2015-05-10,"Dighton, KS",United States,Non-Fatal,Airplane,N879JA,AIR TRACTOR INC,AT 502B,No,091,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR INC AT 502B
20150512X84642,Accident,GAA15CA065,2015-05-10,"QUINCY, WA",United States,Non-Fatal,Airplane,N6096F,CHAMPION,7ECA,No,091,0.0,0.0,0.0,1.0,0.0,CHAMPION 7ECA
20150513X32917,Accident,GAA15CA067,2015-05-11,"Rigby, ID",United States,Non-Fatal,Airplane,N2058U,MAULE,M 4-220C,No,091,0.0,0.0,0.0,1.0,0.0,MAULE M 4-220C
20150520X45130,Accident,CEN15LA238,2015-05-11,"Omega, OK",United States,Non-Fatal,Airplane,N7279Z,PIPER,PA-25-235,No,137,0.0,0.0,0.0,1.0,0.0,PIPER PA-25-235
20150527X73811,Incident,DCA15WA126,2015-05-11,"Christchurch, New Zealand",New Zealand,,Airplane,VH-VOP,BOEING,737 - 8FE,No,,0.0,0.0,0.0,0.0,0.0,BOEING 737 - 8FE
20150512X33748,Accident,CEN15LA228,2015-05-12,"Ranger, TX",United States,Non-Fatal,Airplane,N3024S,PIPER,PA 28-161,No,091,0.0,0.0,1.0,1.0,0.0,PIPER PA 28-161
20150519X55027,Accident,ERA15LA214,2015-05-12,"Inverness, FL",United States,Non-Fatal,Airplane,N43715,TAYLORCRAFT,BC-12D,No,091,0.0,0.0,0.0,1.0,0.0,TAYLORCRAFT BC-12D
20150603X31131,Accident,GAA15CA103,2015-05-12,"Steele, ND",United States,Non-Fatal,Airplane,N56074,PIPER,PA 28-180,No,091,0.0,0.0,0.0,1.0,0.0,PIPER PA 28-180
20150514X60500,Accident,WPR15LA160,2015-05-13,"Maxwell, CA",United States,Non-Fatal,Airplane,N8875H,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,No,137,0.0,0.0,0.0,1.0,0.0,GRUMMAN ACFT ENG COR-SCHWEIZER G 164A
20150515X44807,Accident,ERA15WA213,2015-05-13,"Bajo Hondo, Argentina",Argentina,Fatal,Airplane,LV-CXM,CESSNA,182,No,NUSN,2.0,0.0,0.0,0.0,2.0,CESSNA 182
20150518X41251,Accident,GAA15CA076,2015-05-13,"Bentonville, AR",United States,Non-Fatal,Airplane,N3488C,CESSNA,170B,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 170B
20150514X61132,Accident,WPR15FA161,2015-05-14,"Juntura, OR",United States,Fatal,Airplane,N5042P,BELLANCA,7GCBC,No,091,1.0,0.0,0.0,0.0,1.0,BELLANCA 7GCBC
20150514X71721,Accident,ANC15CA025,2015-05-14,"Anchorage, AK",United States,Non-Fatal,Airplane,N2998P,PIPER,PA 18-150,No,091,0.0,1.0,0.0,0.0,1.0,PIPER PA 18-150
20150515X01222,Accident,GAA15CA071,2015-05-14,"Atlanta, GA",United States,Non-Fatal,Airplane,N741CD,CIRRUS DESIGN CORP,SR22,No,091,0.0,0.0,0.0,1.0,0.0,CIRRUS DESIGN CORP SR22
20150518X10336,Accident,CEN15LA233,2015-05-15,"Piggott, AR",United States,Non-Fatal,Airplane,N164CS,CESSNA,T206H,No,091,0.0,1.0,0.0,0.0,1.0,CESSNA T206H
20150516X60316,Accident,CEN15FA232,2015-05-16,"Spring Branch, TX",United States,Fatal,Airplane,N9032P,PIPER,PA 24-260,No,091,4.0,0.0,0.0,0.0,4.0,PIPER PA 24-260
20150518X01655,Accident,GAA15CA074,2015-05-16,"Sharps Chapel, TN",United States,Non-Fatal,Airplane,N567HW,MAULE,MX 7-180C,No,091,0.0,0.0,0.0,1.0,0.0,MAULE MX 7-180C
20150518X12459,Accident,WPR15LA164,2015-05-16,"El Cajon, CA",United States,Non-Fatal,Airplane,N7099R,PIPER,PA28 - 140,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA28 - 140
20150519X90449,Accident,GAA15CA079,2015-05-16,"Princeton, NJ",United States,Non-Fatal,Airplane,N16491,PIPER,PA 28-140,No,091,0.0,0.0,0.0,3.0,0.0,PIPER PA 28-140
20150520X11113,Accident,ANC15CA026,2015-05-16,"Talkeetna, AK",United States,Non-Fatal,Airplane,N7347D,PIPER,PA 22-150,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA 22-150
20150521X53507,Accident,WPR15LA165,2015-05-16,"Carlsbad, CA",United States,Non-Fatal,Airplane,N505SP,RAYTHEON AIRCRAFT COMPANY,B200,No,091,0.0,0.0,0.0,1.0,0.0,RAYTHEON AIRCRAFT COMPANY B200
20150518X63512,Accident,GAA15CA077,2015-05-17,"Wellington, KS",United States,Non-Fatal,Airplane,N8634U,CESSNA,150M,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 150M
20150519X12927,Accident,CEN15CA236,2015-05-17,"Durango, CO",United States,Non-Fatal,Airplane,N1924Z,CESSNA,150C,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 150C
20150526X10116,Accident,ANC15CA027,2015-05-17,"Homer, AK",United States,Non-Fatal,Airplane,N4079H,PIPER,PA 31-350,No,135,0.0,0.0,0.0,8.0,0.0,PIPER PA 31-350
20150526X23720,Accident,ANC15CA028,2015-05-17,"Seward, AK",United States,Non-Fatal,Airplane,N83330,PIPER,PA 18-150,No,091,0.0,0.0,0.0,1.0,0.0,PIPER PA 18-150
20150519X32600,Accident,ERA15FA215,2015-05-18,"Saltville, VA",United States,Fatal,Airplane,N5816S,BEECH,95 B55 (T42A),No,091,2.0,0.0,0.0,0.0,2.0,BEECH 95 B55 (T42A)
20150520X20050,Accident,CEN15LA237,2015-05-19,"St. Charles, MO",United States,Non-Fatal,Airplane,N118U,PIPER,PA-22,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA-22
20150520X41333,Accident,ERA15LA217,2015-05-19,"Corryton, TN",United States,Non-Fatal,Airplane,N597JG,PIPER,PA-28-181,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA-28-181
20150521X90444,Accident,GAA15CA082,2015-05-20,"Williamson, GA",United States,Non-Fatal,Airplane,N55528,BOEING,PT 17,No,091,0.0,2.0,0.0,0.0,2.0,BOEING PT 17
20150522X44142,Accident,WPR15FA166,2015-05-21,"Pleasanton, CA",United States,Fatal,Airplane,N1842F,CESSNA,210F,No,091,1.0,0.0,0.0,0.0,1.0,CESSNA 210F
20150526X35558,Accident,ANC15WA029,2015-05-22,"Cold Lake, Canada",Canada,Fatal,Airplane,C-FDHV,AIR TRACTOR,AT802-A,No,,1.0,0.0,0.0,0.0,1.0,AIR TRACTOR AT802-A
20150526X41555,Accident,GAA15CA088,2015-05-23,"Sussex, NJ",United States,Non-Fatal,Airplane,N9959V,CESSNA,172M,No,091,0.0,1.0,0.0,0.0,1.0,CESSNA 172M
20150529X11619,Accident,ERA15LA225,2015-05-23,"Miami, FL",United States,Non-Fatal,Airplane,N2163F,PIPER,PA44,No,091,0.0,0.0,0.0,3.0,0.0,PIPER PA44
20150605X23711,Accident,CEN15WA254,2015-05-24,"Carlow, Ireland",Ireland,Fatal,Airplane,N247P,CESSNA,T182 - T,No,NUSN,2.0,0.0,0.0,0.0,2.0,CESSNA T182 - T
20150608X92806,Accident,GAA15CA110,2015-05-24,"Wickenburg, AZ",United States,Non-Fatal,Airplane,N442PA,PIPER,PA 28-181,No,091,0.0,0.0,0.0,1.0,0.0,PIPER PA 28-181
20150527X02635,Accident,GAA15CA090,2015-05-25,"Casselton, ND",United States,Non-Fatal,Airplane,N4793Y,PIPER,PA 25-260,No,137,0.0,1.0,0.0,0.0,1.0,PIPER PA 25-260
20150527X11828,Accident,ERA15CA222,2015-05-25,"Mitchellville, MD",United States,Non-Fatal,Airplane,N6155K,CESSNA,172P,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 172P
20150528X62240,Accident,GAA15CA094,2015-05-25,"Galion, OH",United States,Non-Fatal,Airplane,N25AW,CESSNA,182E,No,091,0.0,0.0,0.0,5.0,0.0,CESSNA 182E
20150528X71717,Accident,GAA15CA095,2015-05-25,"Honesdale, PA",United States,Non-Fatal,Airplane,N759EB,CESSNA,182Q,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 182Q
20150527X52921,Incident,DCA15WA127,2015-05-25,"Oslo, Norway",Norway,,Airplane,LN-RCZ,BOEING,737 - 883,No,,0.0,0.0,0.0,0.0,0.0,BOEING 737 - 883
20150527X73939,Accident,GAA15CA089,2015-05-26,"Polson, MT",United States,Non-Fatal,Airplane,N53141,CESSNA,188,No,137,0.0,0.0,0.0,1.0,0.0,CESSNA 188
20150527X90354,Accident,ANC15CA030,2015-05-27,"Port Alsworth, AK",United States,Non-Fatal,Airplane,N888KD,CESSNA,U206G,No,091,0.0,1.0,0.0,2.0,1.0,CESSNA U206G
20150528X13617,Accident,CEN15LA242,2015-05-27,"Superior, WI",United States,Non-Fatal,Airplane,N102EC,BELLANCA,8KCAB,No,091,0.0,0.0,0.0,2.0,0.0,BELLANCA 8KCAB
20150528X20204,Accident,ANC15CA031,2015-05-27,"Palmer, AK",United States,Non-Fatal,Airplane,N84116,AERONCA,7EC,No,091,0.0,0.0,0.0,2.0,0.0,AERONCA 7EC
20150528X55511,Accident,ERA15LA224,2015-05-27,"Melbourne, FL",United States,Non-Fatal,Airplane,N1732M,CESSNA,337,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 337
20150529X50810,Accident,CEN15LA243,2015-05-27,"Tulia, TX",United States,Non-Fatal,Airplane,N4645T,CESSNA,TR182,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA TR182
20150602X03913,Accident,GAA15CA100,2015-05-27,"Richfield, UT",United States,Non-Fatal,Airplane,N16708,CESSNA,305,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 305
20150603X40424,Accident,CEN15LA250,2015-05-27,"Pine Bluffs, WY",United States,Non-Fatal,Airplane,N1965J,CESSNA,T188C,No,137,0.0,0.0,0.0,1.0,0.0,CESSNA T188C
20150618X30530,Accident,DCA15CA136,2015-05-27,"Windsor Locks, CT",United States,Non-Fatal,Airplane,G-VIIY,BOEING,777 - 236,No,129,0.0,1.0,1.0,197.0,1.0,BOEING 777 - 236
20150602X91946,Accident,GAA15CA099,2015-05-28,"State College, PA",United States,Non-Fatal,Airplane,N2254U,CESSNA,172 - R,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 172 - R
20150602X92012,Accident,CEN15LA247,2015-05-28,"Horseshoe Bay, TX",United States,Non-Fatal,Airplane,N224TB,RAYTHEON AIRCRAFT COMPANY,G36,No,091,0.0,0.0,1.0,0.0,0.0,RAYTHEON AIRCRAFT COMPANY G36
20150611X72534,Accident,GAA15CA119,2015-05-28,"Beaver Falls, PA",United States,Non-Fatal,Airplane,N984WU,CESSNA,172R,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 172R
20150531X02741,Accident,ERA15LA228,2015-05-29,"Churchville, MD",United States,Non-Fatal,Airplane,N2009B,LUSCOMBE,8A,No,091,0.0,1.0,0.0,0.0,1.0,LUSCOMBE 8A
20150601X25645,Accident,CEN15CA246,2015-05-29,"Winnsboro, LA",United States,Non-Fatal,Airplane,N1036S,AIR TRACTOR INC,AT 502,No,137,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR INC AT 502
20150616X92507,Accident,GAA15CA124,2015-05-29,"Sunriver, OR",United States,Non-Fatal,Airplane,N2984B,BEECH,D35,No,091,0.0,0.0,0.0,3.0,0.0,BEECH D35
20150530X04313,Accident,CEN15FA245,2015-05-30,"Plainview, TX",United States,Fatal,Airplane,N221D,BEECH,A36,No,091,3.0,0.0,0.0,0.0,3.0,BEECH A36
20150601X02726,Accident,ANC15FA032,2015-05-30,"Bethel, AK",United States,Fatal,Airplane,N1653U,CESSNA,207,No,091,1.0,0.0,0.0,0.0,1.0,CESSNA 207
20150603X42135,Accident,GAA15CA104,2015-05-30,"Harlingen, TX",United States,Non-Fatal,Airplane,N8126S,CESSNA,150F,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 150F
20150602X63158,Accident,CEN15WA248,2015-05-30,"Grenchen, Eswatini",Eswatini,Non-Fatal,Airplane,HB-PLC,PIPER,PA-28RT-201T,No,NUSC,0.0,0.0,0.0,3.0,0.0,PIPER PA-28RT-201T
20150601X40521,Accident,WPR15CA173,2015-05-31,"Ismay, MT",United States,Non-Fatal,Airplane,N9987J,CESSNA,T188C,No,137,0.0,0.0,0.0,1.0,0.0,CESSNA T188C
20150602X11035,Accident,GAA15LA101,2015-05-31,"Archer City, TX",United States,Non-Fatal,Airplane,N120TF,AIR TRACTOR INC,AT 502B,No,137,0.0,0.0,1.0,0.0,0.0,AIR TRACTOR INC AT 502B
20150601X13437,Accident,ANC15LA033,2015-06-01,"Talkeetna, AK",United States,Non-Fatal,Airplane,N8525U,CESSNA,172,No,091,0.0,1.0,1.0,4.0,1.0,CESSNA 172
20150601X95028,Accident,ANC15LA034,2015-06-01,"Skwentna, AK",United States,Non-Fatal,Airplane,N2828P,PIPER,PA 22,No,091,0.0,1.0,0.0,0.0,1.0,PIPER PA 22
20150602X33357,Accident,ERA15LA232,2015-06-01,"Grove Hill, AL",United States,Non-Fatal,Airplane,N29JR,BEECH,A23 24,No,091,0.0,0.0,0.0,2.0,0.0,BEECH A23 24
20150609X35832,Accident,ANC15WA036,2015-06-01,"Sikanni Chief, Canada",Canada,Fatal,Airplane,N759AS,CESSNA,182,No,091,2.0,0.0,0.0,0.0,2.0,CESSNA 182
20150602X05750,Accident,WPR15FA174,2015-06-02,"Livermore, CA",United States,Fatal,Airplane,N1348C,PIPER,PA 22-135,No,091,1.0,0.0,0.0,0.0,1.0,PIPER PA 22-135
20150602X91804,Accident,ERA15LA231,2015-06-02,"Siler City, NC",United States,Fatal,Airplane,N985K,BEECH,A36,No,091,1.0,0.0,1.0,0.0,1.0,BEECH A36
20150605X54243,Accident,CEN15WA256,2015-06-02,"Half Moon Caye, Bahrain",Bahrain,,Airplane,V3-HHT,CESSNA,180 - UNDESIGNAT,No,,0.0,0.0,0.0,0.0,0.0,CESSNA 180 - UNDESIGNAT
20150605X84653,Accident,GAA15CA106,2015-06-03,"Palm Springs, CA",United States,Non-Fatal,Airplane,N759ZK,CESSNA,182Q,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 182Q
20150605X12418,Accident,GAA15CA107,2015-06-04,"Hay, WA",United States,Non-Fatal,Airplane,N7860D,PIPER,PA 18A 150,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA 18A 150
20150608X04410,Accident,ANC15LA035,2015-06-04,"McCarthy, AK",United States,Fatal,Airplane,N985W,PIPER,PA 18-150,No,091,1.0,0.0,0.0,0.0,1.0,PIPER PA 18-150
20150609X24538,Accident,ERA15WA235,2015-06-04,"Puerto Gaitan, Colombia",Colombia,Fatal,Airplane,HK-1364,CESSNA,A188,No,NUSN,1.0,0.0,0.0,0.0,1.0,CESSNA A188
20150609X40345,Accident,ANC15LA037,2015-06-04,"Skwentna, AK",United States,Non-Fatal,Airplane,N3125N,DEHAVILLAND,DHC-3T,No,135,0.0,0.0,0.0,2.0,0.0,DEHAVILLAND DHC-3T
20150611X71659,Accident,GAA15CA118,2015-06-04,"Lancaster, NY",United States,Non-Fatal,Airplane,N9818A,CESSNA,195,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 195
20150618X13318,Accident,CEN15LA276,2015-06-04,"Branch, LA",United States,Non-Fatal,Airplane,N5035R,AIR TRACTOR INC,AT-602,No,137,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR INC AT-602
20150605X52542,Incident,ENG15IA024,2015-06-05,"Windsor Locks, CT",United States,Non-Fatal,Airplane,N363PH,BOMBARDIER INC,DHC 8,No,121,0.0,0.0,0.0,37.0,0.0,BOMBARDIER INC DHC 8
20150609X25728,Accident,GAA15CA111,2015-06-05,"Clewiston, FL",United States,Non-Fatal,Airplane,N29415,CESSNA,177,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 177
20150623X83943,Accident,ERA15WA246,2015-06-05,"Patrocinio Municipality,Minas Gerais, Brazil",Brazil,Fatal,Airplane,PR-ACH,PIPER,PA-25-235,No,NUSN,1.0,0.0,0.0,0.0,1.0,PIPER PA-25-235
20150813X50832,Incident,DCA15WA169,2015-06-05,"Montreal, Canada",Canada,Non-Fatal,Airplane,C-GWCT,BOEING,737 - 6CT,No,,0.0,0.0,0.0,112.0,0.0,BOEING 737 - 6CT
20150609X84508,Accident,GAA15CA112,2015-06-06,"Vichey, MO",United States,Non-Fatal,Airplane,N180SA,CESSNA,180,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 180
20150610X83303,Accident,ANC15CA038,2015-06-06,"Talkeetna, AK",United States,Non-Fatal,Airplane,N1002H,MAULE,M 7-235B,No,091,0.0,0.0,0.0,2.0,0.0,MAULE M 7-235B
20150616X42412,Accident,GAA15CA125,2015-06-06,"Waterloo, IA",United States,Non-Fatal,Airplane,N5067E,CESSNA,180B,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 180B
20150625X44335,Accident,GAA15CA136,2015-06-06,"Cottonwood Falls, KS",United States,Non-Fatal,Airplane,N2536L,CESSNA,172H,No,091,0.0,0.0,0.0,2.0,0.0,CESSNA 172H
20150714X25655,Accident,GAA15CA179,2015-06-06,"Addison, TX",United States,Non-Fatal,Airplane,N178AF,CESSNA,172R,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 172R
20150610X32226,Accident,ERA15WA236,2015-06-07,"Belo Horizonte City, Brazil",Brazil,Fatal,Airplane,PR-AVG,BEECH,C90 - GTI,No,NUSN,3.0,0.0,0.0,0.0,3.0,BEECH C90 - GTI
20150610X80622,Incident,DCA15WA130,2015-06-07,"Turin, Italy",Italy,Non-Fatal,Airplane,YR-BAQ,BOEING,737 - 4D7,No,,0.0,0.0,0.0,160.0,0.0,BOEING 737 - 4D7
20150608X02450,Accident,WPR15LA180,2015-06-08,"Reno, NV",United States,Non-Fatal,Airplane,N7887V,MOONEY,M20C,No,091,0.0,0.0,0.0,2.0,0.0,MOONEY M20C
20150608X23637,Accident,CEN15FA264,2015-06-08,"Kadoka, SD",United States,Fatal,Airplane,N11698,BELLANCA,7GCBC,No,137,1.0,0.0,0.0,0.0,1.0,BELLANCA 7GCBC
20150608X90730,Accident,DCA15CA129,2015-06-08,"St Petersburg, FL",United States,Non-Fatal,Airplane,N869GA,MCDONNELL DOUGLAS,DC 9 83(MD-83),No,121,0.0,7.0,1.0,137.0,7.0,MCDONNELL DOUGLAS DC 9 83(MD-83)
20150609X92540,Accident,GAA15CA113,2015-06-09,"Bakersfield, CA",United States,Non-Fatal,Airplane,N8372,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,No,137,0.0,0.0,0.0,1.0,0.0,GRUMMAN ACFT ENG COR-SCHWEIZER G 164A
20150611X25026,Accident,GAA15CA117,2015-06-09,"Wall, SD",United States,Non-Fatal,Airplane,N4549E,AIR TRACTOR INC,AT 401,No,137,0.0,0.0,0.0,1.0,0.0,AIR TRACTOR INC AT 401
20150615X05941,Incident,DCA15WA135,2015-06-09,"Sao Luis City, Brazil",Brazil,Non-Fatal,Airplane,PR-SDL,BOEING,737 - 3S3,No,,0.0,0.0,0.0,2.0,0.0,BOEING 737 - 3S3
20150622X43310,Accident,GAA15CA130,2015-06-09,"Swanton, OH",United States,Non-Fatal,Airplane,N6919W,PIPER,PA 28-140,No,091,0.0,0.0,0.0,1.0,0.0,PIPER PA 28-140
20150610X05937,Accident,GAA15CA114,2015-06-10,"Tollville, AR",United States,Non-Fatal,Airplane,N5735H,PIPER,PA 16,No,091,0.0,0.0,0.0,1.0,0.0,PIPER PA 16
20150610X33242,Accident,WPR15FA181,2015-06-10,"Everett, WA",United States,Fatal,Airplane,N4224B,BEECH,F35,No,091,1.0,0.0,1.0,0.0,1.0,BEECH F35
20150611X74851,Accident,DCA15CA131,2015-06-10,"McCook, NE",United States,Non-Fatal,Airplane,N246LR,BOMBARDIER INC,CL600 2D24,No,121,0.0,4.0,1.0,75.0,4.0,BOMBARDIER INC CL600 2D24
20150615X93647,Accident,CEN15LA270,2015-06-10,"Jonesboro, AR",United States,Non-Fatal,Airplane,N872CS,PIPER,PA28-200,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA28-200
20150617X55451,Accident,CEN15LA275,2015-06-10,"Pueblo, CO",United States,Non-Fatal,Airplane,N919DA,DIAMOND AIRCRAFT IND INC,DA 20 C1,No,091,0.0,0.0,0.0,1.0,0.0,DIAMOND AIRCRAFT IND INC DA 20 C1
20150707X64149,Accident,GAA15CA161,2015-06-10,"Galesburg, IL",United States,Non-Fatal,Airplane,N740SP,CESSNA,172S,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA 172S
20151022X03128,Accident,ANC15RA074,2015-06-10,"OKAYAMA PREFFECTURE, Japan",Japan,Non-Fatal,Airplane,JA021R,CESSNA,525,No,,0.0,0.0,0.0,1.0,0.0,CESSNA 525
20150613X13604,Accident,GAA15CA120,2015-06-11,"Everett, WA",United States,Non-Fatal,Airplane,N585PB,BEECH,RC 45J,No,091,0.0,0.0,0.0,1.0,0.0,BEECH RC 45J
20150614X35207,Accident,WPR15LA183,2015-06-11,"Tucson, AZ",United States,Non-Fatal,Airplane,N8401N,BEECH,E33A,No,091,0.0,0.0,0.0,1.0,0.0,BEECH E33A
20150612X64657,Accident,CEN15FA267,2015-06-12,"Huggins, MO",United States,Fatal,Airplane,N3193W,BEECH,A36,No,091,4.0,0.0,1.0,0.0,4.0,BEECH A36
20150615X53251,Accident,CEN15LA271,2015-06-12,"Foster, NE",United States,Non-Fatal,Airplane,N48687,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,No,137,0.0,1.0,0.0,0.0,1.0,GRUMMAN ACFT ENG COR-SCHWEIZER G 164B
20150616X33717,Accident,CEN15WA273,2015-06-12,"Kangirsuk, Canada",Canada,Fatal,Airplane,C-FXPS,PIPER,PA-23-250,No,,3.0,0.0,0.0,0.0,3.0,PIPER PA-23-250
20150624X35258,Accident,CEN15LA280,2015-06-12,"Taylorville, IL",United States,Non-Fatal,Airplane,N669CS,BEECH,G58,No,091,0.0,0.0,0.0,2.0,0.0,BEECH G58
20150615X32357,Accident,GAA15CA121,2015-06-13,"Bozeman, MT",United States,Non-Fatal,Airplane,N86SB,CESSNA,P210N,No,091,0.0,0.0,0.0,1.0,0.0,CESSNA P210N
20150616X52241,Accident,ANC15CA039,2015-06-13,"McCarthy, AK",United States,Non-Fatal,Airplane,N3897Z,PIPER,PA 18-150,No,091,0.0,0.0,0.0,2.0,0.0,PIPER PA 18-150
